ticker_name,beta_dividendo,significancia_beta,r2,r2_ajustado,f_stat,p_f_stat,validade_regressao
AMSF,-0.8966524730657902,0.000000000000053239460853317144,0.7193042616689181,0.7130665785948942,115.3159359224838,5.32394608533176e-14,1
AMT,-1.8378778379483993,0.00003618516203110721,0.33696387242997494,0.32117729796402206,21.34496455559168,3.61851620311074e-05,1
ANDE,3.3354242564780128,0.07144752970987074,0.07530202903376271,0.05328541067742376,3.4202359242913394,0.0714475297098706,1
AOD,-0.8299925750100385,0.010533718460085937,0.048175844346130536,0.04101927174722919,6.731692256364006,0.0105337184600859,1
AON,-2.503244500652799,0.1915559761956151,0.03933318783975981,0.016992099184870435,1.760576149504328,0.191555976195615,1
AOS,1.0117691896260723,0.5923777564867094,0.006721415862590896,-0.01637808609409297,0.2909766572108301,0.592377756486712,1
APA,-0.503021783139192,0.5346670916862821,0.009029191256510471,-0.014016641504966065,0.39179279611903023,0.534667091686289,1
APAM,-0.9224291096237069,0.0000000000008509737158745285,0.6994990891736876,0.6925106958986571,100.0944082058165,8.50973715874548e-13,1
APD,-0.9942940906612155,0.04788123611056997,0.089991273324877,0.06832439888023134,4.153403554111389,0.0478812361105699,1
APH,0.19867667673544542,0.9153672450378016,0.0002720769182178451,-0.023530968869443614,0.011430340496964361,0.915367245037773,1
APO,-0.9355035466332227,0.04833379872508212,0.08763130146504094,0.06641342475492562,4.130069311943169,0.0483337987250823,0
APOG,-1.1371677121438053,0.18154119876507213,0.04112491918276062,0.0188254986986387,1.8442147055813993,0.181541198765071,1
