"",ticker,n_eventos,mae_beta,mae_pdr,mse_beta,mse_pdr,rmse_beta,rmse_pdr,melhor_modelo
1075,TRGP,45,0.352494,0.355593,0.197426,0.195445,0.444326,0.442092,pdr
1076,TRI,42,0.459264,0.377822,0.331825,0.670635,0.576043,0.818923,beta_div
1077,TRMK,45,11.906381,0.176011,141.807770,0.051680,11.908307,0.227333,pdr
1078,TRN,45,0.165379,0.170314,0.058053,0.057682,0.240942,0.240170,pdr
1079,TRNO,44,0.208462,0.202631,0.100844,0.100174,0.317560,0.316502,pdr
1080,TROW,46,0.778397,0.779885,1.920174,1.919374,1.385703,1.385415,pdr
1081,TROX,42,0.186294,0.177199,0.052939,0.049050,0.230085,0.221472,pdr
1082,TRP,43,0.197886,0.199429,0.070252,0.066893,0.265052,0.258637,pdr
1083,TRST,44,1.643096,0.237569,2.842984,0.146272,1.686115,0.382456,pdr
1084,TRV,44,0.745934,0.770798,2.246795,2.192355,1.498931,1.480660,pdr
1085,TSCO,45,0.140520,0.141308,0.047956,0.049027,0.218988,0.221420,beta_div
1086,TSI,44,0.023439,0.024221,0.000846,0.000825,0.029079,0.028715,pdr
1087,TSN,45,0.278004,0.258650,0.138800,0.135764,0.372558,0.368461,pdr
1088,TT,43,0.737875,0.684100,1.832644,1.700236,1.353752,1.303931,pdr
1089,TTC,43,0.296642,0.295809,0.180219,0.179549,0.424523,0.423732,pdr
1090,TTE,45,0.569303,0.550488,0.509778,0.489369,0.713988,0.699549,pdr
1091,TU,42,0.128277,0.074411,0.023262,0.009912,0.152518,0.099561,pdr
1092,TVC,43,0.157965,0.073495,0.030054,0.011587,0.173362,0.107644,pdr
1093,TWO,45,0.196773,0.211154,0.065170,0.079757,0.255284,0.282413,beta_div
1094,TXN,45,0.853127,0.851660,1.601444,1.594242,1.265482,1.262633,pdr
1095,TXNM,45,0.256290,0.120407,0.091294,0.034145,0.302149,0.184784,pdr
1096,TXRH,40,0.293773,0.294636,0.177847,0.177068,0.421719,0.420794,pdr
1097,TXT,44,0.412479,0.412479,0.437674,0.437674,0.661569,0.661569,pdr
1098,TY,44,0.326378,0.311149,0.333831,0.333814,0.577781,0.577767,pdr
1099,TYG,46,0.381941,0.380233,0.261602,0.261962,0.511470,0.511822,beta_div
1100,UBSI,44,1.035135,0.286957,1.155355,0.216180,1.074875,0.464951,pdr
1101,UCB,43,0.355616,0.258003,0.267046,0.254320,0.516765,0.504301,pdr
1102,UDR,45,0.166206,0.165986,0.048605,0.048534,0.220465,0.220304,pdr
1103,UFCS,45,0.175616,0.179566,0.083788,0.101506,0.289462,0.318601,beta_div
1104,UGI,44,0.322386,0.210593,0.146991,0.107704,0.383394,0.328183,pdr
1105,UHS,42,1.539109,1.236605,8.350621,8.196839,2.889744,2.863012,pdr
1106,UHT,44,1.984577,0.667350,4.784864,2.365445,2.187433,1.538000,pdr
1107,UL,45,0.659838,0.341162,0.574600,0.217184,0.758024,0.466030,pdr
1108,ULH,44,0.212857,0.206782,0.144157,0.143994,0.379680,0.379465,pdr
1109,UMBF,44,0.591472,0.524027,1.085322,0.958466,1.041788,0.979013,pdr
1110,UMH,45,0.859330,0.093754,0.756559,0.021254,0.869804,0.145786,pdr
1111,UNF,44,0.826353,0.828206,2.176392,2.174989,1.475260,1.474784,pdr
1112,UNH,44,2.228276,1.911050,11.094135,10.390683,3.330786,3.223458,pdr
1113,UNM,45,0.257642,0.199478,0.138293,0.106681,0.371878,0.326621,pdr
1114,UNP,45,2.174286,1.085494,12.014281,10.463359,3.466162,3.234712,pdr
1115,UPS,45,0.579631,0.571244,0.915462,0.909427,0.956798,0.953639,pdr
1116,USA,45,0.041111,0.029280,0.002375,0.001588,0.048732,0.039851,pdr
1117,USAC,45,2.094120,0.104646,4.403737,0.019869,2.098508,0.140959,pdr
1118,USB,44,0.182345,0.171400,0.053386,0.050814,0.231055,0.225419,pdr
1119,USPH,41,0.537035,0.504033,0.654670,0.603470,0.809117,0.776833,pdr
1120,UTF,115,0.100052,0.100813,0.027216,0.027045,0.164973,0.164454,pdr
1121,UTL,45,1.348109,0.304386,1.987337,0.495321,1.409729,0.703791,pdr
1122,UTMD,44,0.798182,0.791997,1.439650,1.424359,1.199854,1.193465,pdr
1123,UVE,44,0.187869,0.204712,0.196149,0.187169,0.442887,0.432630,pdr
1124,UVSP,44,3.937303,0.205357,15.638281,0.143416,3.954527,0.378703,pdr
1125,UVV,45,0.418119,0.238890,0.255197,0.110508,0.505171,0.332427,pdr
1126,VBF,134,0.062024,0.061650,0.027222,0.027221,0.164991,0.164986,pdr
1127,VCV,134,0.034104,0.030766,0.002365,0.002100,0.048626,0.045823,pdr
1128,VET,85,0.241550,0.228839,0.110942,0.100707,0.333079,0.317343,pdr
1129,VFC,44,0.501944,0.372292,0.700274,0.657117,0.836824,0.810627,pdr
1130,VGI,134,0.054889,0.052603,0.005246,0.004778,0.072427,0.069123,pdr
1131,VGM,134,0.034407,0.028192,0.002516,0.001984,0.050161,0.044544,pdr
1132,VHI,44,0.322136,0.332756,0.190950,0.190933,0.436978,0.436959,pdr
1133,VKI,134,0.038902,0.038457,0.005477,0.005451,0.074010,0.073828,pdr
1134,VKQ,134,0.038038,0.028826,0.002329,0.001694,0.048255,0.041161,pdr
1135,VLGEA,44,0.129587,0.129587,0.033571,0.033571,0.183223,0.183223,pdr
1136,VLO,45,0.708777,0.683525,1.342093,1.328175,1.158487,1.152465,pdr
1137,VLT,134,0.050734,0.046529,0.006557,0.005862,0.080976,0.076566,pdr
1138,VLY,44,0.102149,0.102149,0.036624,0.036624,0.191374,0.191374,pdr
1139,VMC,44,0.866678,0.824700,1.562435,1.503053,1.249974,1.225991,pdr
1140,VMI,44,1.223978,1.294353,4.795505,4.655655,2.189864,2.157697,pdr
1141,VMO,134,0.034620,0.034594,0.006401,0.006335,0.080008,0.079592,pdr
1142,VNO,40,0.320737,0.306847,0.222067,0.203374,0.471240,0.450970,pdr
1143,VOC,44,0.067865,0.068224,0.007887,0.007848,0.088811,0.088590,pdr
1144,VOYA,45,0.380856,0.856222,0.402886,1.267899,0.634733,1.126010,beta_div
1145,VPV,134,0.051552,0.039329,0.009880,0.008017,0.099400,0.089538,pdr
1146,VRTS,43,1.466951,1.404714,4.429081,4.219654,2.104538,2.054180,pdr
1147,VSEC,45,0.927391,0.667589,1.796874,1.654480,1.340475,1.286266,pdr
1148,VSH,44,0.352287,0.170677,0.147021,0.071533,0.383433,0.267457,pdr
1149,VTN,134,0.057215,0.046969,0.012197,0.010429,0.110442,0.102121,pdr
1150,VTR,45,0.367859,0.281445,0.205691,0.113270,0.453531,0.336556,pdr
1151,VVR,136,0.014202,0.014560,0.001016,0.000978,0.031882,0.031278,pdr
1152,VZ,45,0.188505,0.185139,0.060788,0.053841,0.246553,0.232036,pdr
1153,WABC,45,2.264668,0.348080,5.391703,0.274496,2.322004,0.523924,pdr
1154,WAFD,44,0.159889,0.152696,0.042144,0.039746,0.205290,0.199365,pdr
1155,WASH,44,0.244020,0.210506,0.106449,0.079117,0.326266,0.281278,pdr
1156,WBA,44,0.397301,0.249878,0.250252,0.116417,0.500252,0.341200,pdr
1157,WBS,45,0.463443,0.405618,0.693598,0.676148,0.832825,0.822282,pdr
1158,WCN,43,0.497964,0.418446,0.543930,0.499346,0.737516,0.706644,pdr
1159,WDFC,45,2.003714,1.484175,9.407518,8.741736,3.067168,2.956643,pdr
1160,WEA,134,0.034068,0.034066,0.002131,0.002108,0.046159,0.045918,pdr
1161,WEC,46,0.332608,0.251501,0.209803,0.166786,0.458043,0.408395,pdr
1162,WELL,45,2.109177,0.576863,5.404629,1.074355,2.324786,1.036511,pdr
1163,WEN,45,0.059417,0.062901,0.011426,0.011429,0.106894,0.106905,beta_div
1164,WERN,46,0.182314,0.237714,0.060954,0.198198,0.246888,0.445195,beta_div
1165,WES,44,0.260760,0.205530,0.125198,0.089797,0.353833,0.299662,pdr
1166,WEYS,44,0.203849,0.202757,0.092995,0.100562,0.304950,0.317115,beta_div
1167,WFC,45,0.292090,0.267979,0.124135,0.109979,0.352327,0.331631,pdr
1168,WGO,43,0.462634,0.463179,0.594444,0.566568,0.771002,0.752707,pdr
1169,WHF,49,0.076825,0.077654,0.010043,0.009965,0.100214,0.099827,pdr
1170,WHG,43,0.250359,0.241965,0.099931,0.102729,0.316119,0.320514,beta_div
1171,WHR,45,1.079448,0.826331,1.837887,1.429678,1.355687,1.195691,pdr
1172,WIA,135,0.028639,0.029203,0.001615,0.002393,0.040181,0.048922,beta_div
1173,WINA,46,1.615303,2.263114,6.412945,14.028997,2.532379,3.745530,beta_div
1174,WIW,135,0.024971,0.023401,0.001073,0.001174,0.032756,0.034263,beta_div
1175,WKC,44,0.143270,0.135582,0.032977,0.032400,0.181595,0.179999,pdr
1176,WLK,45,0.870679,0.705144,1.184886,0.947078,1.088525,0.973179,pdr
1177,WLY,44,0.922578,0.221495,0.929456,0.082777,0.964083,0.287710,pdr
1178,WM,44,0.588187,0.311162,0.508768,0.247055,0.713280,0.497046,pdr
1179,WMB,44,0.224635,0.224027,0.120661,0.120683,0.347363,0.347395,beta_div
1180,WMK,44,1.248392,0.243218,1.663477,0.108843,1.289758,0.329914,pdr
1181,WMT,44,0.211479,0.127585,0.070046,0.032749,0.264663,0.180968,pdr
1182,WNEB,45,0.055457,0.054643,0.007381,0.006996,0.085914,0.083640,pdr
1183,WOR,44,0.776912,0.312623,0.746732,0.233084,0.864137,0.482788,pdr
1184,WPC,44,0.278076,0.239497,0.125032,0.092263,0.353599,0.303748,pdr
1185,WPM,44,0.274080,0.275361,0.137289,0.136881,0.370525,0.369974,pdr
1186,WRB,49,0.134861,0.134309,0.040677,0.040656,0.201685,0.201634,pdr
1187,WSBC,44,0.249293,0.244688,0.172187,0.171915,0.414954,0.414626,pdr
1188,WSBF,50,0.069953,0.070480,0.007984,0.008026,0.089353,0.089588,beta_div
1189,WSFS,45,0.237417,0.244488,0.128481,0.127536,0.358442,0.357122,pdr
1190,WSM,45,0.593611,0.371703,0.760516,0.571716,0.872076,0.756119,pdr
1191,WSO,45,1.164751,1.097948,2.300440,2.255871,1.516720,1.501956,pdr
1192,WSR,135,0.062960,0.061823,0.006910,0.006606,0.083124,0.081277,pdr
1193,WST,45,1.567165,1.434313,7.619147,7.139964,2.760280,2.672071,pdr
1194,WT,42,0.154824,0.128365,0.042472,0.048134,0.206087,0.219394,beta_div
1195,WTBA,45,0.179543,0.167993,0.077170,0.074823,0.277794,0.273537,pdr
1196,WTFC,45,0.430792,0.440928,0.334138,0.324057,0.578047,0.569260,pdr
1197,WTRG,45,0.142056,0.099303,0.028896,0.020075,0.169988,0.141688,pdr
1198,WTS,45,1.047881,0.619506,1.631982,0.975886,1.277490,0.987870,pdr
1199,WU,44,0.249331,0.154380,0.118993,0.098197,0.344953,0.313363,pdr
1200,WWD,45,0.580969,0.574488,0.812884,0.809371,0.901601,0.899650,pdr
1201,WWW,44,0.179181,0.165578,0.055724,0.048075,0.236059,0.219260,pdr
1202,WY,46,0.248719,0.174801,0.079140,0.069967,0.281319,0.264513,pdr
1203,X,45,0.257365,0.256715,0.148778,0.142902,0.385717,0.378024,pdr
1204,XOM,45,0.393554,0.381633,0.249609,0.232673,0.499609,0.482361,pdr
1205,XRAY,44,0.176021,0.152989,0.048659,0.038549,0.220588,0.196340,pdr
1206,XRX,44,0.467835,0.235890,0.245476,0.700862,0.495455,0.837175,beta_div
1207,YORW,45,0.148337,0.143524,0.039121,0.038519,0.197790,0.196262,pdr
1208,YUM,45,0.413578,0.411031,0.287765,0.277764,0.536437,0.527034,pdr
1209,ZBH,44,0.405477,0.410064,0.342791,0.326286,0.585484,0.571215,pdr
1210,ZEUS,45,0.187780,0.187790,0.080957,0.082898,0.284529,0.287921,beta_div
1211,ZION,45,0.367274,0.387606,0.220967,0.239296,0.470071,0.489179,beta_div
1212,ZTR,137,0.041352,0.041463,0.003361,0.003347,0.057974,0.057851,pdr
1213,ZTS,45,0.541384,0.490626,0.563965,0.552691,0.750976,0.743432,pdr
